DRG14601	直腸切除術，年齡大於等於41歲，有合併症或併發症
DRG05701	咽扁桃腺及增殖體切除術，顎扁桃腺或咽扁桃腺摘出除外，年齡大於等於18歲，有合併症或併發症
DRG05702	咽扁桃腺及增殖體切除術，顎扁桃腺或咽扁桃腺摘出除外，年齡大於等於18歲，無合併症或併發症
DRG058	咽扁桃腺及增殖體切除術，顎扁桃腺或咽扁桃腺摘出除外，年齡0~17歲
DRG059	單純顎扁桃腺或咽扁桃腺摘出術，年齡大於等於18歲
DRG060	單純顎扁桃腺或咽扁桃腺摘出術，年齡0~17歲
DRG06101	有插管之鼓膜切開術，年齡大於等於18歲，有合併症或併發症
DRG06102	有插管之鼓膜切開術，年齡大於等於18歲，無合併症或併發症
DRG062	有插管之鼓膜切開補術，年齡0~17歲
DRG06301	其他耳、鼻、口腔及咽喉手術，有合併症或併發症
DRG06302	其他耳、鼻、口腔及咽喉手術，無合併症或併發症
DRG06401	耳、鼻、口腔及咽喉原位癌，有合併症或併發症
DRG06402	耳、鼻、口腔及咽喉原位癌，無合併症或併發症
DRG065	平衡困難
DRG06601	鼻血，有合併症或併發症
DRG06602	鼻血，無合併症或併發症
DRG06701	會厭炎，有合併症或併發症
DRG06702	會厭炎，無合併症或併發症
DRG068	中耳炎及上呼吸道感染，年齡大於等於18歲，有合併症或併發症
DRG069	中耳炎及上呼吸道感染，年齡大於等於18歲，無合併症或併發症
DRG070	中耳炎及上呼吸道感染，年齡0~17歲
DRG071	喉氣管炎
DRG072	鼻創傷及變形
DRG07301	其他耳、鼻、口腔及咽喉診斷，年齡大於等於18歲，有合併症或併發症
DRG07302	其他耳、鼻、口腔及咽喉診斷，年齡大於等於18歲，無合併症或併發症
DRG07401	其他耳、鼻、口腔及咽喉診斷，年齡0~17歲，有合併症或併發症
DRG07402	其他耳、鼻、口腔及咽喉診斷，年齡0~17歲，無合併症或併發症
DRG168	口腔手術，有合併症或併發症
DRG169	口腔手術，無合併症或併發症
DRG185	齒口疾病，拔除及修復除外，年齡大於等於18歲
DRG186	齒口疾病，拔除及修復除外，年齡0~17歲
DRG18701	齒拔除及修復(1)，有合併症或併發症
DRG18702	齒拔除及修復(1)，無合併症或併發症
DRG18703	齒拔除及修復(2)
DRG07501	胸部重大手術(1)，有合併症或併發症
DRG07502	胸部重大手術(1)，無合併症或併發症
DRG07503	胸部重大手術(2)，有合併症或併發症
DRG07504	胸部重大手術(2)，無合併症或併發症
DRG07601	其他呼吸系統手術(1)，有合併症或併發症
DRG07701	其他呼吸系統手術(1)，無合併症或併發症
DRG07602	其他呼吸系統手術(2)，有合併症或併發症
DRG07702	其他呼吸系統手術(2)，無合併症或併發症
DRG07603	其他呼吸系統手術(3)，有合併症或併發症
DRG07703	其他呼吸系統手術(3)，無合併症或併發症
DRG07801	肺栓塞，有合併症或併發症
DRG07802	肺栓塞，無合併症或併發症
DRG07901	呼吸道感染及發炎(1)，年齡大於等於18歲，有合併症或併發症
DRG08001	呼吸道感染及發炎(1)，年齡大於等於18歲，無合併症或併發症
DRG08101	呼吸道感染及發炎(1)，年齡0~17歲，有合併症或併發症
DRG08102	呼吸道感染及發炎(1)，年齡0~17歲，無合併症或併發症
DRG07902	呼吸道感染及發炎(2)，年齡大於等於18歲，有合併症或併發症
DRG08002	呼吸道感染及發炎(2)，年齡大於等於18歲，無合併症或併發症
DRG08103	呼吸道感染及發炎(2)，年齡0~17歲，有合併症或併發症
DRG08104	呼吸道感染及發炎(2)，年齡0~17歲，無合併症或併發症
DRG07903	呼吸道感染及發炎(3)，年齡大於等於18歲，有合併症或併發症
DRG08003	呼吸道感染及發炎(3)，年齡大於等於18歲，無合併症或併發症
DRG08105	呼吸道感染及發炎(3)，年齡0~17歲，有合併症或併發症
DRG08106	呼吸道感染及發炎(3)，年齡0~17歲，無合併症或併發症
DRG07904	呼吸道感染及發炎(4)，年齡大於等於18歲，有合併症或併發症
DRG08004	呼吸道感染及發炎(4)，年齡大於等於18歲，無合併症或併發症
DRG08107	呼吸道感染及發炎(4)，年齡0~17歲，有合併症或併發症
DRG08108	呼吸道感染及發炎(4)，年齡0~17歲，無合併症或併發症
DRG07905	呼吸道感染及發炎(5)，年齡大於等於18歲，有合併症或併發症
DRG08005	呼吸道感染及發炎(5)，年齡大於等於18歲，無合併症或併發症
DRG08109	呼吸道感染及發炎(5)，年齡0~17歲
DRG082	呼吸道腫瘤
DRG08301	重大胸部創傷(1)，有合併症或併發症
DRG08401	重大胸部創傷(1)，無合併症或併發症
DRG08302	重大胸部創傷(2)，有合併症或併發症
DRG08402	重大胸部創傷(2)，無合併症或併發症
DRG08303	重大胸部創傷(3)，有合併症或併發症
DRG08403	重大胸部創傷(3)，無合併症或併發症
DRG085	胸（肋）膜積水，有合併症或併發症
DRG086	胸（肋）膜積水，無合併症或併發症
DRG08701	肺水腫及呼吸衰竭(1)，有合併症或併發症
DRG08702	肺水腫及呼吸衰竭(1)，無合併症或併發症
DRG08703	肺水腫及呼吸衰竭(2)，有合併症或併發症
DRG08704	肺水腫及呼吸衰竭(2)，無合併症或併發症
DRG08801	慢性阻塞性肺疾病，有合併症或併發症
DRG08802	慢性阻塞性肺疾病，無合併症或併發症
DRG089	單純性肺炎及胸（肋）膜炎，年齡大於等於18歲，有合併症或併發症
DRG090	單純性肺炎及胸（肋）膜炎，年齡大於等於18歲，無合併症或併發症
DRG09101	單純性肺炎及胸（肋）膜炎，年齡0~17歲，有合併症或併發症
DRG09102	單純性肺炎及胸（肋）膜炎，年齡0~17歲，無合併症或併發症
DRG092	間質性肺部疾病，有合併症或併發症
DRG093	間質性肺部疾病，無合併症或併發症
DRG094	氣胸，合併症或併發症
DRG095	氣胸，無合併症或併發症
DRG09601	支氣管炎及氣喘(1)，年齡大於等於18歲，有合併症或併發症
DRG09701	支氣管炎及氣喘(1)，年齡大於等於18歲，無合併症或併發症
DRG09801	支氣管炎及氣喘(1)，年齡0~17歲，有合併症或併發症
DRG09802	支氣管炎及氣喘(1)，年齡0~17歲，無合併症或併發症
DRG09602	支氣管炎及氣喘(2)，年齡大於等於18歲，有合併症或併發症
DRG09702	支氣管炎及氣喘(2)，年齡大於等於18歲，無合併症或併發症
DRG09803	支氣管炎及氣喘(2)，年齡0~17歲，有合併症或併發症
DRG09804	支氣管炎及氣喘(2)，年齡0~17歲，無合併症或併發症
DRG09901	呼吸系統症狀及徵候(1)，有合併症或併發症
DRG10001	呼吸系統症狀及徵候(1)，無合併症或併發症
DRG09902	呼吸系統症狀及徵候(2)，有合併症或併發症
DRG10002	呼吸系統症狀及徵候(2)，無合併症或併發症
DRG09903	呼吸系統症狀及徵候(3)，有合併症或併發症
DRG10003	呼吸系統症狀及徵候(3)，無合併症或併發症
DRG10101	其他呼吸系統診斷(1)，有合併症或併發症
DRG10201	其他呼吸系統診斷(1)，無合併症或併發症
DRG10102	其他呼吸系統診斷(2)，有合併症或併發症
DRG10202	其他呼吸系統診斷(2)，無合併症或併發症
DRG10103	其他呼吸系統診斷(3)，有合併症或併發症
DRG10203	其他呼吸系統診斷(3)，無合併症或併發症
DRG10104	其他呼吸系統診斷(4)，有合併症或併發症
DRG10204	其他呼吸系統診斷(4)，無合併症或併發症
DRG10105	其他呼吸系統診斷(5)，有合併症或併發症
DRG10205	其他呼吸系統診斷(5)，無合併症或併發症
DRG10106	其他呼吸系統診斷(6)，有合併症或併發症
DRG10206	其他呼吸系統診斷(6)，無合併症或併發症
DRG47501	使用人工呼吸器之呼吸系統診斷，有合併症或併發症
DRG47502	使用人工呼吸器之呼吸系統診斷，無合併症或併發症
DRG10401	心瓣膜手術及其他重大心臟胸腔手術，伴有心導管(1)
DRG10402	心瓣膜手術(3瓣)及其他重大心臟胸腔手術，伴有心導管(2)，有合併症或併發症
DRG10403	心瓣膜手術(3瓣）及其他重大心臟胸腔手術，伴有心導管(2)，無合併症或併發症
DRG10409	心瓣膜手術(2瓣）及其他重大心臟胸腔手術，伴有心導管(2)，有合併症或併發症
DRG10410	心瓣膜手術(2瓣）及其他重大心臟胸腔手術，伴有心導管(2)，無合併症或併發症
DRG10404	心瓣膜手術及其他重大心臟胸腔手術，伴有心導管(3)
DRG10405	心瓣膜手術及其他重大心臟胸腔手術，伴有心導管(4)
DRG10406	心瓣膜手術及其他重大心臟胸腔手術，伴有心導管(5)
DRG10407	心瓣膜手術及其他重大心臟胸腔手術，伴有心導管(6)，有合併症或併發症
DRG10408	心瓣膜手術及其他重大心臟胸腔手術，伴有心導管(6)，無合併症或併發症
DRG10501	心瓣膜手術及其他重大心臟胸腔手術，無心導管(1)
DRG10502	心瓣膜手術(3瓣）及其他重大心臟胸腔手術，無心導管(2)，有合併症或併發症
DRG10503	心瓣膜手術(3瓣）及其他重大心臟胸腔手術，無心導管(2)，無合併症或併發症
DRG10509	心瓣膜手術(2瓣）及其他重大心臟胸腔手術，無心導管(2)，有合併症或併發症
DRG10510	心瓣膜手術(2瓣）及其他重大心臟胸腔手術，無心導管(2)，無合併症或併發症
DRG10504	心瓣膜手術及其他重大心臟胸腔手術，無心導管(3)
DRG10505	心瓣膜手術及其他重大心臟胸腔手術，無心導管(4)
DRG10506	心瓣膜手術及其他重大心臟胸腔手術，無心導管(5)
DRG10507	心瓣膜手術及其他重大心臟胸腔手術，無心導管(6)，有合併症或併發症
DRG10508	心瓣膜手術及其他重大心臟胸腔手術，無心導管(6)，無合併症或併發症
DRG10601	冠狀動脈繞道手術伴有經皮冠狀動脈多處血管成形術或瓣膜成形術，有合併症或併發症
DRG10602	冠狀動脈繞道手術伴有經皮冠狀動脈多處血管成形術或瓣膜成形術，無合併症或併發症
DRG10603	冠狀動脈繞道手術伴有經皮冠狀動脈單處血管成形術，有合併症或併發症
DRG10604	冠狀動脈繞道手術伴有經皮冠狀動脈單處血管成形術，無合併症或併發症
DRG10701	多處血管冠狀動脈繞道手術，伴有心導管
DRG10702	單處血管冠狀動脈繞道手術，伴有心導管
DRG10801	其他心臟胸腔手術，有合併症或併發症
DRG10802	其他心臟胸腔手術，無合併症或併發症
DRG10901	多處血管冠狀動脈繞道手術，無心導管
DRG10902	單處血管冠狀動脈繞道手術，無心導管
DRG11001	胸(胸腹)主動脈瘤之重大心血管手術，有合併症或併發症
DRG11101	胸(胸腹)主動脈瘤之重大心血管手術，無合併症或併發症
DRG11005	重大心血管手術(1)，有合併症或併發症
DRG11105	重大心血管手術(1)，無合併症或併發症
DRG11002	開放性動脈廔管(≧25MM)，重大心血管手術(2)，有合併症或併發症
DRG11102	開放性動脈廔管(≧25MM)，重大心血管手術(2)，無合併症或併發症
DRG11006	開放性動脈廔管(＜25MM)，重大心血管手術(2)，有合併症或併發症
DRG11106	開放性動脈廔管(＜25MM)，重大心血管手術(2)，無合併症或併發症
DRG11003	重大心血管手術(3)，有合併症或併發症
DRG11103	重大心血管手術(3)，無合併症或併發症
DRG11004	重大心血管手術(4)，有合併症或併發症
DRG11104	重大心血管手術(4)，無合併症或併發症
DRG11201	多處血管及其他經皮心臟血管手術
DRG11202	單處血管經皮心臟血管手術
DRG11203	經導管心臟病灶或組織剝除術
DRG11204	其他經皮心臟血管手術
DRG11301	循環系統疾患截斷術，上肢及趾除外，有合併症或併發症
DRG11302	循環系統疾患截斷術，上肢及趾除外，無合併症或併發症
DRG11401	上肢及趾循環系統截斷術，有合併症或併發症
DRG11402	上肢及趾循環系統截斷術，無合併症或併發症
DRG11501	永久性心律調節器裝置術，伴有急性心肌梗塞、心臟衰竭或休克或自動心臟，去顫器電極（池）處置，有合併症或併發症
DRG11502	永久性心律調節器裝置術，伴有急性心肌梗塞、心臟衰竭或休克或自動心臟，去顫器電極（池）處置，無合併症或併發症
DRG11601	經皮冠狀動脈單處血管成形術，伴有冠狀動脈血管支架
DRG11602	經皮冠狀動脈多處血管成形術，伴有冠狀動脈血管支架
DRG11603	其他永久性心律調節器裝置術(雙腔)
DRG11604	其他永久性心律調節器裝置術(單腔)
DRG11605	其他永久性心律調節器裝置術(三導線)或同時執行永久性心律調節器裝置術及經皮冠狀動脈成形術，伴有冠狀動脈血管支架
DRG11701	心律調節器矯正術，裝置置換除外，有合併症或併發症
DRG11702	心律調節器矯正術，裝置置換除外，無合併症或併發症
DRG11801	心律調節器置換術（雙腔），有合併症或併發症
DRG11802	心律調節器置換術（雙腔），無合併症或併發症
DRG11803	心律調節器置換術（單腔），有合併症或併發症
DRG11804	心律調節器置換術（單腔），無合併症或併發症
DRG11901	靜脈結紮及摘除術，有合併症或併發症
DRG11902	靜脈結紮及摘除術，無合併症或併發症
DRG12001	其他循環系統手術，有合併症或併發症
DRG12002	其他循環系統手術，無合併症或併發症
DRG12101	伴有心肌梗塞之循環性疾病，伴有心臟血管併發症，出院時存活者，伴有心導管
DRG12102	伴有心肌梗塞之循環性疾病，伴有心臟血管併發症，出院時存活者，無心導管
DRG12201	伴有心肌梗塞之循環性疾病，無心臟血管併發症，出院時存活者，伴有心導管
DRG12301	伴有心肌梗塞之循環性疾病，死亡者，伴有心導管
DRG12202	伴有心肌梗塞之循環性疾病，無心臟血管併發症，出院時存活者，無心導管
DRG12302	伴有心肌梗塞之循環性疾病，死亡者，無心導管
DRG124	循環性疾病，急性心肌梗塞除外，有心導管，有複雜診斷
DRG125	循環性疾病，急性心肌梗塞除外，有心導管，無複雜診斷
DRG126	急性及亞急性心內膜炎
DRG12701	心臟衰竭及休克，死亡或病危自動出院者
DRG12702	心臟衰竭及休克，非死亡或非病危自動出院者
DRG12801	深部血栓靜脈性炎，有合併症或併發症
DRG12802	深部血栓靜脈性炎，無合併症或併發症
DRG129	心跳停止，不明原因
DRG13001	末梢血管疾患(1)，有合併症或併發症
DRG13101	末梢血管疾患(1)，無合併症或併發症
DRG13002	末梢血管疾患(2)，有合併症或併發症
DRG13102	末梢血管疾患(2)，無合併症或併發症
DRG132	動脈粥樣硬化，有合併症或併發症
DRG133	動脈粥樣硬化，無合併症或併發症
DRG13401	高血壓，有合併症或併發症
DRG13402	高血壓，無合併症或併發症
DRG135	先天性心臟及瓣膜疾患，年齡大於等於18歲，有合併症或併發症
DRG136	先天性心臟及瓣膜疾患，年齡大於等於18歲，無合併症或併發症
DRG13701	先天性心臟及瓣膜疾患，年齡0-17歲，有合併症或併發症
DRG13702	先天性心臟及瓣膜疾患，年齡0-17歲，無合併症或併發症
DRG13801	心律不整及傳導障礙(1)，有合併症或併發症
DRG13901	心律不整及傳導障礙(1)，無合併症或併發症
DRG13802	心律不整及傳導障礙(2)未施行經由靜脈暫時性心臟整律器系統移植術，有合併症或併發症
DRG13902	心律不整及傳導障礙(2)未施行經由靜脈暫時性心臟整律器系統移植術，無合併症或併發症
DRG13804	心律不整及傳導障礙(2)有施行經由靜脈暫時性心臟整律器系統移植術，有合併症或併發症
DRG13904	心律不整及傳導障礙(2)有施行經由靜脈暫時性心臟整律器系統移植術，無合併症或併發症
DRG13803	心律不整及傳導障礙(3)未施行經由靜脈暫時性心臟整律器系統移植術，有合併症或併發症
DRG13903	心律不整及傳導障礙(3)未施行經由靜脈暫時性心臟整律器系統移植術，無合併症或併發症
DRG13805	心律不整及傳導障礙(3)有施行經由靜脈暫時性心臟整律器系統移植術，有合併症或併發症
DRG13905	心律不整及傳導障礙(3) 有施行經由靜脈暫時性心臟整律器系統移植術，無合併症或併發症
DRG14001	心絞痛，有合併症或併發症
DRG14002	心絞痛，無合併症或併發症
DRG141	暈厥及虛脫，有合併症或併發症
DRG142	暈厥及虛脫，無合併症或併發症
DRG143	胸痛
DRG14401	其他循環系統診斷(1)，有合併症或併發症
DRG14501	其他循環系統診斷(1)，無合併症或併發症
DRG14402	其他循環系統診斷(2)，有合併症或併發症
DRG14502	其他循環系統診斷(2)，無合併症或併發症
DRG14403	其他循環系統診斷(3)，有合併症或併發症
DRG14503	其他循環系統診斷(3)，無合併症或併發症
DRG47801	其他血管手術(1)，有合併症或併發症
DRG47901	其他血管手術(1)，無合併症或併發症
DRG47802	其他血管手術(2)，有合併症或併發症
DRG47902	其他血管手術(2)，無合併症或併發症
DRG47803	其他血管手術(3)，未施行非冠狀動脈血管成形術及血管支架植入術，有合併症或併發症
DRG47903	其他血管手術(3)，未施行非冠狀動脈血管成形術及血管支架植入術，無合併症或併發症
DRG47804	其他血管手術(3)，有施行非冠狀動脈血管成形術及血管支架植入術，有合併症或併發症
DRG47904	其他血管手術(3)，有施行非冠狀動脈血管成形術及血管支架植入術，無合併症或併發症
